"R0000100","R0004500","R0005500","R0005700","R0005900","R0006000","R0006800","R0007200","R0007500","R0009100","R0011600","R0011800","R0012800","R0013700","R0014100","R0441100","R0443000","R0443300","R0443900","R0444300","R0444400","R0444500","R0444600","R0446200","R0446500","R0450100","R0457200","R0492100","R0492300","R0492500","R0492700","R0492900","R0493100","R0493300","R0493500","R0493700","R0493900","R0494100","R0499200","R0527200","R0527500","R0529400"
4551,-4,1,1,-2,0,0,-4,0,6,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,1,2,1,2,3,1,1,1,4,2,4,1,0,0,0,-4
4552,2,-4,-4,-4,-4,-4,-4,-4,6,2,5,2,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,1,2,1,1,1,1,1,2,1,2,1,0,0,0,0
4553,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,2,0,-4,3,1,2,2,4,1,4,2,1,3,2,4,0,0,0,0
4554,-4,1,1,-2,0,0,-4,0,6,5,3,2,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,1,0,-4,3,2,1,2,1,1,1,2,1,3,3,3,0,0,1,1
4555,-4,1,1,0,1,0,-4,1,6,5,7,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4556,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4557,-4,0,1,-2,0,0,-4,0,6,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,1,0,-4,3,4,1,4,4,2,4,1,1,1,4,1,0,0,0,1
4558,2,-4,-4,-4,-4,-4,-4,-4,6,5,2,1,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,3,2,2,2,1,2,1,2,3,3,3,3,0,0,0,0
4559,-4,1,1,11,0,0,-4,0,6,5,2,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4560,-4,0,1,0,0,0,-4,0,6,2,5,1,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,1,1,3,2,4,3,1,1,1,3,2,1,0,0,0,1
4561,-4,0,1,0,0,0,-4,0,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4562,-4,1,1,0,0,0,-4,1,6,-4,-4,-4,1,0,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,-4,1,3,1,1,2,1,1,1,2,2,2,1,0,1,1
4563,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,0,-4,-4,-4,0,-4,-4,-4,-4,-4,1,-4,-4,1,1,1,1,1,1,-4,1,1,3,1,0,0,1,1
4564,2,-4,-4,-4,-4,-4,-4,-4,6,7,2,2,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,3,1,2,2,3,1,1,1,2,2,1,1,0,0,1,0
4565,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,1,0,-4,3,2,3,1,4,3,4,4,2,3,2,3,0,0,1,1
4566,2,-4,-4,-4,-4,-4,-4,-4,6,5,2,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4567,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,1,-4,-4,-4,1,-4,-4,-4,-4,1,0,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,1,1,0
4568,2,-4,-4,-4,-4,-4,-4,-4,6,4,3,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,1,1,2,1,1,1,3,1,1,1,4,4,0,0,0,1
4569,-4,0,0,-4,0,0,-4,0,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,1,2,3,2,1,4,2,1,-4,2,3,2,0,0,1,1
4570,-4,0,0,-4,0,0,-4,0,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4571,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,1,-4,-4,-4,0,-4,-4,-4,-4,-4,1,0,-4,2,2,1,2,2,3,1,1,3,4,1,0,0,0,1
4572,3,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,1,0,-4,1,3,1,1,1,3,3,2,1,3,3,3,0,0,0,1
4573,-4,0,1,0,0,0,-4,0,6,7,2,1,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,1,2,3,2,1,3,2,2,2,1,3,1,0,0,1,0
4574,-4,1,1,-2,0,0,-4,0,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,2,3,3,3,2,3,3,3,3,2,0,0,1,1
4575,-4,1,1,-2,0,0,-4,1,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,-4,3,2,4,1,4,1,2,1,4,1,3,1,1,0,1
4576,2,-4,-4,-4,-4,-4,-4,-4,6,5,0,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4577,2,-4,-4,-4,-4,-4,-4,-4,6,5,3,1,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,3,1,2,3,3,1,1,2,2,3,2,3,0,0,1,0
4578,2,-4,-4,-4,-4,-4,-4,-4,6,2,1,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4579,3,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,2,3,2,2,2,2,3,3,2,2,0,0,1,1
4580,-4,1,1,7,0,0,-4,0,1,4,2,1,-4,-4,-4,0,-4,0,-4,-4,-4,-4,1,1,-4,3,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
4581,2,-4,-4,-4,-4,-4,-4,-4,6,4,2,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4582,-4,1,1,11,0,0,-4,0,6,2,3,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4583,2,-4,-4,-4,-4,-4,-4,-4,6,7,2,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4584,3,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,4,2,1,1,2,1,1,3,2,2,0,0,0,1
4585,-4,0,1,6,0,0,-4,0,6,4,5,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4586,2,-4,-4,-4,-4,-4,-4,-4,6,3,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,0,-4,3,1,2,1,3,1,1,1,1,3,3,1,0,0,1,1
4587,3,-4,-4,-4,-4,-4,-4,-4,6,4,5,1,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,3,3,2,3,3,3,3,3,3,3,2,2,0,0,1,1
4588,-4,1,1,-2,0,0,-4,0,6,4,2,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4589,-4,1,1,9,1,0,-4,0,6,7,0,1,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,1,2,3,2,1,2,2,3,3,2,0,0,1,1
4590,-4,1,1,9,0,0,-4,1,6,4,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,3,2,2,3,3,3,3,3,3,3,3,0,0,0,1
4591,-4,1,1,10,0,0,-4,0,6,6,1,1,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,3,3,2,2,2,3,3,2,3,3,3,1,0,0,1,1
4592,-4,0,1,6,0,0,-4,0,6,5,4,3,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,1,3,3,1,1,1,3,4,1,3,1,1,0,0,1,1
4593,-4,0,1,7,0,0,-4,0,6,3,1,1,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,3,4,3,2,3,3,2,2,2,2,0,0,0,-4
4594,2,-4,-4,-4,-4,-4,-4,-4,6,4,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,1,2,1,2,1,1,3,1,1,1,2,3,0,0,0,0
4595,-4,1,1,1,0,0,-4,0,6,5,2,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4596,2,-4,-4,-4,-4,-4,-4,-4,6,5,1,1,0,0,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,1,2,2,2,1,1,1,2,1,1,3,1,0,0,1,1
4597,2,-4,-4,-4,-4,-4,-4,-4,6,4,5,1,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4598,3,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,1,1,1,-4,-4,-4,-4,-4,1,1,-4,2,3,4,3,2,3,2,3,2,3,2,0,0,0,-4
4599,-4,1,1,6,0,0,-4,0,1,0,2,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4600,-4,1,1,-2,0,0,-4,0,6,5,2,2,-4,-4,-4,0,-4,1,-4,-4,-4,-4,-4,0,-4,-4,1,3,2,3,1,3,1,2,4,4,1,1,0,0,0
4601,-4,0,1,-4,0,0,-4,0,6,3,2,1,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,1,0,-4,3,1,1,1,1,1,1,1,1,2,4,1,0,0,1,1
4602,2,-4,-4,-4,-4,-4,-4,-4,6,7,2,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,1
4603,2,-4,-4,-4,-4,-4,-4,-4,6,4,0,2,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,3,2,2,4,2,3,2,2,1,3,3,3,0,0,0,1
4604,-4,0,0,-4,0,0,-4,0,1,4,6,3,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4605,-4,0,0,-4,0,0,-4,0,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4606,2,-4,-4,-4,-4,-4,-4,-4,6,4,5,1,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,1,-4,3,2,4,1,1,2,1,1,1,1,2,1,0,0,1,1
4607,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,1,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,1,2,1,2,1,1,1,1,4,1,-4,0,0,1,1
4608,-4,1,1,-2,0,0,-4,0,6,3,2,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4609,-4,0,0,-4,0,0,-4,1,6,2,5,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,3,1,2,2,2,3,2,1,1,1,2,1,0,0,1,0
4610,2,-4,-4,-4,-4,-4,-4,-4,6,4,3,1,-4,-4,1,-4,-4,-4,3,3,3,2,-4,1,-4,1,1,2,2,1,1,2,1,1,2,3,2,0,0,0,0
4611,2,-4,-4,-4,-4,-4,-4,-4,6,2,5,2,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,1,3,1,1,1,2,1,1,2,1,2,1,0,1,1
4612,2,-4,-4,-4,-4,-4,-4,-4,6,2,2,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4613,-4,0,1,13,0,0,-4,0,2,3,0,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4614,-4,0,0,-4,1,0,-4,0,3,3,4,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4615,2,-4,-4,-4,-4,-4,-4,-4,6,5,2,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4616,-4,0,1,1,0,1,3,0,1,4,2,4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,1,-4,1,-4,-4,2,-4,1,-4,2,2,3,4,-4,1,0,0,0
4617,-4,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,3,4,1,2,3,2,1,2,2,3,0,0,1,0
4618,-4,0,1,6,0,0,-4,0,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4619,2,-4,-4,-4,-4,-4,-4,-4,6,2,4,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4620,2,-4,-4,-4,-4,-4,-4,-4,6,3,0,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4621,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4622,2,-4,-4,-4,-4,-4,-4,-4,6,4,5,1,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,1,1,2,1,1,1,2,1,1,4,1,1,0,0,0,0
4623,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,1,1,-4,1,1,1,2,1,4,3,1,1,4,4,4,0,0,0,-4
4624,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,0,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,3,1,2,1,2,3,2,1,3,3,2,0,1,0,0
4625,-4,0,0,-4,0,0,-4,0,6,2,-4,1,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,1,2,4,2,4,2,1,3,3,2,0,0,1,0
4626,2,-4,-4,-4,-4,-4,-4,-4,6,2,5,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,1,-4,1,2,3,2,3,2,3,1,3,3,2,2,0,0,1,1
4627,-4,1,1,6,0,0,-4,0,6,7,3,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,3,1,3,4,1,1,2,1,1,1,-4,4,1,0,1,1
4628,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,3,4,3,1,1,4,1,2,3,3,4,1,0,0,0,-4
4629,-4,1,1,-2,0,0,-4,0,6,5,3,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,1,2,4,1,1,3,4,1,1,3,1,4,1,0,1,1
4630,-4,1,1,1,0,0,-4,0,6,3,2,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,-4,1,2,1,1,2,1,1,1,3,3,1,0,0,0,0
4631,-4,1,1,2,0,0,-4,0,6,4,0,1,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,3,3,2,2,1,2,1,2,1,3,0,0,1,1
4632,2,-4,-4,-4,-4,-4,-4,-4,6,5,0,1,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,1,2,1,2,3,3,4,1,1,2,2,2,0,0,1,0
4633,-4,1,1,6,0,0,-4,1,6,5,0,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4634,2,-4,-4,-4,-4,-4,-4,-4,6,7,0,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4635,2,-4,-4,-4,-4,-4,-4,-4,6,5,0,1,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,1,-4,1,2,1,3,4,2,3,4,1,1,3,0,0,0,-4
4636,-4,0,1,6,0,0,-4,0,6,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,0,-4,1,4,1,4,4,4,3,1,1,1,1,0,0,0,-4
4637,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,2,1,4,3,1,3,1,3,3,2,0,0,0,-4
4638,2,-4,-4,-4,-4,-4,-4,-4,6,7,0,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4639,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,1,-4,0,-4,-4,-4,-4,-4,0,-4,1,1,2,2,1,4,4,3,1,4,2,2,0,0,0,1
4640,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4641,2,-4,-4,-4,-4,-4,-4,-4,6,2,3,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4642,2,-4,-4,-4,-4,-4,-4,-4,6,3,0,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,3,1,3,2,3,1,3,1,1,4,1,4,0,0,1,1
4643,2,-4,-4,-4,-4,-4,-4,-4,6,5,0,1,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,1,0,-4,3,1,3,1,4,2,3,1,1,4,1,4,0,0,0,1
4644,-4,0,1,11,0,0,-4,0,6,5,1,1,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,1,3,1,1,3,1,1,1,1,4,1,0,0,0
4645,1,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,2,0,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,1,2,2,2,2,1,2,2,2,2,4,2,0,0,0,0
4646,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,1,4,3,4,4,4,4,1,1,1,3,2,0,0,0,0
4647,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4648,-4,-4,-4,-4,0,0,-4,0,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,-4
4649,-4,0,1,-2,0,0,-4,0,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4650,-4,1,1,-2,0,0,-4,0,6,5,3,1,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,1,1,3,1,4,1,4,1,2,4,1,2,0,0,1,1
4651,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4652,2,-4,-4,-4,-4,-4,-4,-4,6,4,5,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4653,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,1,1,3,1,1,2,2,1,4,1,2,0,0,0,1
4654,-4,1,1,-2,0,0,-4,0,6,4,2,1,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,3,2,3,1,1,1,2,3,4,3,2,2,0,0,0,1
4655,-4,1,1,13,0,0,-4,0,6,0,2,4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,3,4,4,1,1,1,4,3,4,2,0,0,1,1
4656,2,-4,-4,-4,-4,-4,-4,-4,6,3,2,1,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,3,3,4,4,4,2,2,2,1,3,4,3,1,0,0,0
4657,2,-4,-4,-4,-4,-4,-4,-4,6,5,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,3,2,1,2,4,3,4,3,4,2,0,0,0,1
4658,-4,0,1,-2,0,0,-4,0,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,-4,1,3,4,3,3,4,1,3,3,3,2,0,0,0,1
4659,-4,1,1,-2,0,0,-4,0,6,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,-4,1,4,4,4,-4,4,4,1,-4,2,3,1,0,0,0
4660,-4,1,1,7,0,0,-4,0,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,1,3,1,2,2,2,1,-4,4,3,0,0,1,1
4661,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,1,-4,3,1,1,2,1,3,2,1,1,1,1,2,0,0,1,1
4662,-4,1,1,11,0,0,-4,0,6,5,4,3,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,1,3,2,1,2,3,1,-4,3,1,2,0,0,0,0
4663,-4,0,0,-4,0,0,-4,0,6,7,2,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,3,1,3,1,1,1,1,1,1,1,1,1,0,0,1,1
4664,-4,0,1,-2,0,0,-4,0,2,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,2,0,-4,-4,1,1,1,2,1,4,1,1,4,3,3,0,0,0,0
4665,2,-4,-4,-4,-4,-4,-4,-4,6,5,2,2,-4,-4,-4,0,-4,0,2,2,2,1,2,1,-4,-4,2,1,1,4,3,1,1,1,4,4,3,0,0,1,0
4666,-4,1,1,-2,0,0,-4,0,2,7,3,3,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,1,-4,3,1,1,2,3,1,4,1,1,3,4,4,0,0,1,1
4667,-4,1,0,-4,0,0,-4,0,6,0,0,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4668,2,-4,-4,-4,-4,-4,-4,-4,6,4,5,1,-4,-4,-4,0,-4,1,-4,-4,-4,-4,-4,1,-4,1,1,2,2,2,1,2,2,2,2,2,2,0,0,0,1
4669,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4670,2,-4,-4,-4,-4,-4,-4,-4,6,5,0,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4671,2,-4,-4,-4,-4,-4,-4,-4,6,1,4,2,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,1,1,-4,1,2,1,1,3,1,3,3,2,3,1,2,0,0,0,1
4672,-4,1,1,-2,0,0,-4,0,6,-4,-4,-4,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,3,1,1,1,3,1,1,1,4,3,0,0,0,-4
4673,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,4,4,3,1,2,1,4,3,4,2,0,0,0,-4
4674,2,-4,-4,-4,-4,-4,-4,-4,6,0,0,2,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,1,3,1,4,1,1,1,1,4,4,4,0,0,1,1
4675,2,-4,-4,-4,-4,-4,-4,-4,6,4,5,1,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,3,1,2,2,3,2,2,3,3,3,0,0,0,-4
4676,2,-4,-4,-4,-4,-4,-4,-4,6,0,1,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4677,-4,0,0,-4,0,0,-4,0,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
